service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"T8#63","1","1","1","1","1","0","0","20250204","20250617"
"T8#64","1","1","1","1","1","0","0","20241215","20250106"
"T8#65","1","1","1","1","1","0","0","20250204","20250617"
"T8#66","1","1","1","1","1","0","0","20241215","20241222"
"T8#67","1","1","1","1","1","0","0","20241223","20251213"
"T8#68","1","1","1","1","1","0","0","20241223","20251213"
"T8#69","1","1","1","1","1","0","0","20241215","20251213"
"T8#7","1","1","1","1","1","0","0","20250110","20250504"
"T8#70","1","1","1","1","1","0","0","20241215","20250223"
"T8#71","1","1","1","1","1","0","0","20241215","20250408"
"T8#72","1","1","1","1","1","0","0","20241215","20251213"
"T8#73","1","1","1","1","1","0","0","20250407","20250504"
"T8#74","1","1","1","1","1","0","0","20241215","20251213"
"T8#75","1","1","1","1","1","0","0","20250318","20250418"
"T8#76","1","1","1","1","1","0","0","20241227","20250205"
"T8#77","1","1","1","1","1","0","0","20250206","20251213"
"T8#78","1","1","1","1","1","0","0","20250318","20250418"
"T8#79","1","1","1","1","1","0","0","20241215","20250421"
"T8#8","1","1","1","1","1","0","0","20250318","20250418"
"T8#80","1","1","1","1","1","0","0","20241227","20250421"
"T8#9","1","1","1","1","1","0","0","20241215","20250216"
"T8+35","0","0","0","0","1","0","0","20241215","20251213"
"T8+35#1","0","0","0","0","1","0","0","20241222","20250511"
"T8+35#2","0","0","0","0","1","0","0","20250512","20251213"
"T8+61","1","1","1","1","0","0","0","20241215","20251213"
"T8+61#1","1","1","1","1","0","0","0","20241222","20250511"
"T8+61#2","1","1","1","1","0","0","0","20250512","20251213"
"T8+l6200","1","1","1","1","1","0","0","20241215","20251213"
"T8+rD","1","1","1","1","1","0","0","20250407","20250526"
"T9","1","1","1","1","1","0","0","20241215","20251213"
"T9#1","1","0","0","1","1","0","0","20241215","20250109"
"T9#10","1","1","1","1","1","0","0","20250414","20251213"
"T9#11","1","1","1","1","1","0","0","20241222","20251213"
"T9#12","1","1","1","1","1","0","0","20241222","20251213"
"T9#13","1","1","1","1","1","0","0","20241215","20251213"
"T9#14","1","1","1","1","1","0","0","20241215","20250404"
"T9#15","1","1","1","1","1","0","0","20250409","20251213"
"T9#16","1","1","1","1","1","0","0","20241215","20251213"
"T9#17","1","0","0","1","1","0","0","20241215","20250202"
"T9#18","1","1","1","1","1","0","0","20250203","20251213"
"T9#19","1","1","1","1","1","0","0","20241215","20250323"
"T9#2","1","1","1","1","1","0","0","20250110","20250410"
"T9#20","1","1","1","1","1","0","0","20250324","20250512"
"T9#21","1","1","1","1","1","0","0","20250620","20251213"
"T9#22","1","1","1","1","1","0","0","20250115","20251213"
"T9#23","1","1","1","1","1","0","0","20241215","20251213"
"T9#24","1","0","0","0","1","0","0","20241215","20241230"
"T9#25","1","1","1","1","1","0","0","20250101","20250427"
"T9#26","1","1","1","1","1","0","0","20250428","20251213"
"T9#27","1","1","1","1","1","0","0","20241215","20251213"
"T9#28","1","1","1","1","1","0","0","20241215","20250601"
"T9#29","1","1","1","1","1","0","0","20250602","20251213"
"T9#3","1","1","1","1","1","0","0","20250411","20250504"
"T9#30","1","1","1","1","1","0","0","20250101","20251213"
"T9#31","1","1","1","1","1","0","0","20241215","20251213"
"T9#32","1","1","1","1","1","0","0","20241215","20251213"
"T9#33","1","1","1","1","1","0","0","20241215","20251213"
"T9#34","1","0","0","1","1","0","0","20241215","20250106"
"T9#35","1","1","1","1","1","0","0","20250107","20251213"
"T9#36","1","1","1","1","1","0","0","20241215","20251213"
"T9#37","1","1","1","1","1","0","0","20250407","20250526"
"T9#38","1","1","1","1","1","0","0","20241215","20251213"
"T9#39","1","1","1","1","1","0","0","20241215","20250421"
"T9#4","1","1","1","1","1","0","0","20250505","20250707"
"T9#40","1","1","1","1","1","0","0","20250422","20251213"
"T9#41","1","0","0","0","1","0","0","20241215","20241230"
"T9#42","1","1","1","1","1","0","0","20250101","20250421"
"T9#43","1","1","1","1","1","0","0","20250217","20251213"
"T9#44","1","1","1","1","1","0","0","20241215","20250901"
"T9#45","1","1","1","1","1","0","0","20250902","20251213"
"T9#46","1","1","1","1","1","0","0","20241215","20251213"
"T9#47","1","1","1","1","1","0","0","20250108","20250217"
"T9#48","1","1","1","1","1","0","0","20241222","20251213"
"T9#49","1","1","1","1","1","0","0","20241218","20251213"
"T9#5","1","1","1","1","1","0","0","20250708","20251213"
"T9#50","1","1","1","1","1","0","0","20241222","20250511"
"T9#51","1","1","1","1","1","0","0","20250512","20251213"
"T9#52","1","1","1","1","1","0","0","20241215","20250205"
"T9#53","1","1","1","1","1","0","0","20250206","20251213"
"T9#54","1","1","1","1","1","0","0","20241227","20250421"
"T9#55","1","1","1","1","1","0","0","20250422","20251213"
"T9#56","1","1","1","1","1","0","0","20241215","20251213"
"T9#57","1","1","1","1","1","0","0","20250318","20250706"
"T9#58","1","1","1","1","1","0","0","20241215","20250421"
"T9#59","1","1","1","1","1","0","0","20250422","20251213"
"T9#6","1","0","0","1","1","0","0","20241215","20250109"
"T9#60","1","1","1","1","1","0","0","20241215","20251213"
"T9#61","1","1","1","1","1","0","0","20250204","20250617"
"T9#62","1","0","0","1","1","0","0","20241215","20250106"
"T9#63","1","1","1","1","1","0","0","20250204","20250617"
"T9#64","1","1","1","1","1","0","0","20241223","20251213"
"T9#65","1","1","1","1","1","0","0","20241223","20251213"
"T9#66","1","1","1","1","1","0","0","20241215","20251213"
"T9#67","1","1","1","1","1","0","0","20241215","20250223"
"T9#68","1","1","1","1","1","0","0","20241215","20250408"
"T9#69","1","1","1","1","1","0","0","20241215","20251213"
"T9#7","1","1","1","1","1","0","0","20250110","20250504"
"T9#70","1","1","1","1","1","0","0","20250407","20250504"
"T9#71","1","1","1","1","1","0","0","20241215","20251213"
"T9#72","1","1","1","1","1","0","0","20250318","20250418"
"T9#73","1","1","1","1","1","0","0","20241227","20250205"
"T9#74","1","1","1","1","1","0","0","20250206","20251213"
"T9#75","1","1","1","1","1","0","0","20250318","20250418"
"T9#76","1","1","1","1","1","0","0","20241215","20250421"
"T9#77","1","1","1","1","1","0","0","20241227","20250421"
"T9#8","1","1","1","1","1","0","0","20250318","20250418"
"T9#9","1","1","1","1","1","0","0","20241215","20250216"
"T9+35","0","0","0","0","1","0","0","20241215","20251213"
"T9+35#1","0","0","0","0","1","0","0","20241222","20250511"
"T9+35#2","0","0","0","0","1","0","0","20250512","20251213"
"T9+61","1","1","1","1","0","0","0","20241215","20251213"
"T9+61#1","1","1","1","1","0","0","0","20241222","20250511"
"T9+61#2","1","1","1","1","0","0","0","20250512","20251213"
"TC","1","1","1","1","0","0","0","20241215","20251213"
"TC#1","1","1","1","1","0","0","0","20241215","20251213"
"TC#2","1","1","1","1","0","0","0","20241215","20241226"
"TD","0","0","0","0","1","0","0","20241215","20251213"
"TD#1","0","0","0","0","1","0","0","20241215","20251213"
"TD#2","0","0","0","0","1","0","0","20241215","20241226"
"TE","1","1","1","1","0","0","0","20241215","20251213"
"TE#1","1","1","1","1","0","0","0","20241215","20251213"
"TE#2","1","1","0","0","0","0","0","20241215","20241226"
"TE#3","1","1","0","0","0","0","0","20241223","20241226"
"TF","0","0","0","0","1","0","0","20241215","20251213"
"TF#1","0","0","0","0","1","0","0","20241215","20251213"
"UK","0","1","0","0","0","0","0","20241224","20241224"
"UK#1","0","1","0","0","0","0","0","20241231","20241231"
"UX","0","1","0","0","0","0","0","20241231","20241231"
"UX#1","0","1","0","0","0","0","0","20241215","20251213"
"UZ","0","1","0","0","0","0","0","20241224","20241224"
"UZ#1","0","1","0","0","0","0","0","20241224","20241231"
"UZ#2","0","1","0","0","0","0","0","20241215","20251213"
